ID,isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments,Class
412,0,0,2,4,0,0,0,6,0,0,0,1,1,1,0
413,1,0,1,4,920,80,0,0,6,770,50,2,4,1,1
414,0,0,2,4,5180,280,0,0,0,5180,250,0,0,0,1
415,0,0,2,3,310,90,2,6,0,310,90,0,0,0,1
416,1,1,2,3,3230,270,0,0,0,3210,140,1,6,1,0
417,0,1,2,3,6280,310,0,0,0,5880,310,0,0,0,1
418,0,1,2,3,340,0,0,6,0,340,0,0,0,0,1
419,0,0,3,2,500,100,0,0,1,290,90,1,8,1,0
420,0,0,2,4,10,10,0,6,0,10,10,0,0,0,0
421,1,0,2,4,2140,870,0,0,3,2140,110,0,0,0,1
422,0,0,2,3,6490,180,0,0,2,6490,180,0,0,0,1
423,0,0,2,3,2810,100,0,0,5,2810,100,0,0,0,1
424,0,0,2,4,9310,400,0,0,0,9310,400,0,0,0,0
425,0,0,2,4,1620,80,0,0,0,1470,80,0,0,0,1
426,0,1,2,4,5170,200,0,0,0,4880,200,0,0,0,1
427,1,1,3,2,530,530,1,6,0,280,180,0,0,0,1
428,0,1,2,3,7170,490,0,0,6,7170,310,1,11,1,0
429,0,0,2,4,430,10,2,5,0,430,0,1,2,1,1
430,1,1,2,2,1910,70,0,0,0,1890,70,0,0,0,1
431,0,1,2,4,1560,90,0,0,4,1560,80,0,0,0,1
432,0,0,1,4,2350,1220,1,0,2,2350,100,0,0,0,0
433,1,0,1,3,390,350,2,4,0,10,10,0,0,0,1
434,1,0,2,4,2850,200,0,0,6,2560,120,1,4,1,1
435,0,0,2,4,90,90,3,6,0,0,0,1,1,1,1
436,0,0,2,4,3860,310,0,0,0,3750,170,0,0,0,1
437,1,0,3,4,7520,370,0,0,6,7520,370,0,0,0,0
438,1,0,2,3,1140,50,0,6,0,1140,50,0,0,0,1
439,0,0,2,4,4470,140,0,0,1,4470,140,0,0,0,1
440,0,1,3,4,1410,900,2,5,0,1410,40,0,0,0,1
441,1,1,3,1,1180,150,1,6,0,1180,150,0,0,0,1
442,0,1,2,2,2990,390,0,0,0,2940,140,1,2,1,1
443,1,1,3,4,0,0,0,6,0,0,0,1,1,1,0
444,1,1,3,4,14340,640,0,0,0,14260,0,1,4,1,0
445,1,0,2,3,8020,3970,1,1,2,7810,430,0,0,0,1
446,0,0,2,4,4790,60,2,5,0,4790,10,0,0,0,1
447,1,0,3,3,2400,1570,1,0,2,2390,80,0,0,0,1
448,1,0,2,3,1220,160,0,1,2,1220,60,0,0,0,1
449,1,0,2,2,2360,180,0,0,0,2170,0,1,11,1,1
450,1,0,2,4,790,60,0,2,0,730,50,0,0,0,1
451,0,1,3,3,550,550,3,6,0,30,550,0,0,0,1
452,1,1,3,3,1560,200,0,2,0,1560,60,0,0,0,0
453,0,1,2,3,4860,320,0,0,3,4660,170,0,0,0,1
454,0,1,2,3,260,260,2,6,0,50,260,0,0,0,1
455,0,0,2,3,3050,2440,3,4,0,640,2440,0,0,0,1
456,0,0,2,4,4010,3670,1,1,0,920,3670,0,0,0,1
457,1,1,3,4,6370,230,0,0,6,6370,230,0,0,0,0
458,1,0,2,4,6670,270,0,0,4,6500,270,0,0,0,0
459,1,0,2,3,860,50,0,6,0,860,50,0,0,0,1
460,1,1,2,3,1810,1530,1,6,0,1810,310,0,0,0,1
461,0,1,3,4,190,190,3,6,0,190,100,0,0,0,1
462,0,0,2,2,11390,500,0,0,3,10850,420,0,0,0,0
463,0,0,3,3,11480,430,0,0,3,11180,430,0,0,0,1
464,1,1,2,3,90,90,2,6,0,90,90,0,0,0,1
465,1,1,2,2,1070,80,0,0,0,890,50,2,7,1,1
466,0,1,2,3,200,200,2,6,0,130,80,0,0,0,1
467,0,0,2,3,930,60,0,0,0,830,60,0,0,0,1
468,1,0,3,4,1550,50,0,0,1,1550,50,0,0,0,1
469,0,1,2,3,2230,180,0,0,4,2040,80,1,2,1,1
470,0,1,2,4,20,20,3,6,0,20,0,1,2,1,1
471,1,0,2,4,0,0,0,6,0,0,0,0,0,0,1
472,0,1,3,3,4190,3670,3,4,0,1370,3670,1,2,1,1
473,1,0,2,3,4460,520,0,0,6,4010,520,1,8,1,0
474,0,0,2,3,1280,210,0,2,0,1260,60,1,2,1,1
475,1,1,3,2,2370,120,0,0,2,2370,50,1,11,1,1
476,0,1,3,3,80,80,2,6,0,80,50,0,0,0,1
477,1,1,2,3,5520,230,0,0,3,5420,230,0,0,0,1
478,0,1,3,4,460,460,2,6,0,210,460,0,0,0,1
479,1,1,2,3,2910,190,0,0,0,2860,100,0,0,0,1
480,0,1,2,3,50,50,2,6,0,10,50,0,0,0,0
481,0,1,2,4,500,240,2,6,0,500,190,0,0,0,1
482,0,0,2,3,20,0,0,6,0,20,0,0,0,0,1
483,0,1,3,3,880,50,0,0,3,880,40,1,10,1,1
484,1,0,2,3,6780,360,0,0,1,3010,120,1,2,1,1
485,0,0,2,3,860,120,0,6,0,860,120,0,0,0,1
486,0,1,2,4,320,40,0,6,0,260,40,0,0,0,0
487,1,1,3,4,20,30,4,6,0,20,30,0,0,0,1
488,0,0,3,2,6200,240,0,0,6,6200,230,0,0,0,1
489,1,0,1,3,920,230,0,0,6,500,230,1,2,1,1
490,0,1,3,4,50,50,1,6,0,0,0,0,0,0,1
491,1,1,2,4,630,120,0,0,6,490,50,1,4,1,1
492,0,1,2,3,770,60,0,0,3,620,60,1,4,1,1
493,0,1,2,3,950,180,0,0,0,710,0,1,11,1,1
494,0,0,3,1,7030,310,0,0,6,6770,310,0,0,0,1
495,0,1,2,4,690,90,0,6,0,590,60,0,0,0,0
496,1,1,3,1,0,0,0,6,0,0,0,0,0,0,1
497,1,0,2,4,40,40,2,6,0,10,10,0,0,0,1
498,0,0,3,3,8710,16140,2,3,0,120,0,0,0,0,1
499,0,0,2,3,1290,80,0,2,0,1290,80,1,2,1,1
500,0,1,2,3,660,50,0,5,0,660,50,1,2,1,1
501,1,0,2,4,320,320,1,6,0,30,0,0,0,0,1
502,1,1,2,3,40,40,1,6,0,40,40,1,2,1,1
503,0,0,2,3,10,10,0,6,0,10,10,0,0,0,0
504,1,0,2,4,1620,1630,3,6,0,620,1630,0,0,0,1
505,1,0,1,3,1010,60,0,0,0,900,60,1,12,1,0
506,0,0,1,3,620,90,0,0,4,560,90,1,2,1,1
507,1,1,3,2,2880,2710,1,0,3,2880,70,0,0,0,1
508,1,1,2,2,2180,170,0,0,6,2100,90,0,0,0,1
509,1,1,3,3,650,150,0,0,0,420,90,0,0,0,1
510,0,0,1,3,320,60,0,0,6,310,0,1,3,1,1
511,0,1,2,4,3520,210,0,0,0,2870,180,0,0,0,1
512,0,1,2,4,610,50,0,0,0,500,50,0,0,0,1
513,0,0,2,3,1910,1010,1,6,0,0,1010,1,1,1,1
514,1,0,2,4,3850,5100,3,3,0,40,10,0,0,0,0
515,0,1,3,3,3420,180,0,0,1,3400,180,0,0,0,0
516,0,0,2,4,2280,100,0,0,0,2060,100,0,0,0,1
517,0,0,2,3,400,4690,4,6,0,50,400,0,0,0,1
518,1,0,2,3,630,50,0,0,6,570,0,2,5,1,1
519,0,1,3,3,5220,200,0,0,0,4910,0,1,4,1,0
520,1,0,2,4,80,80,2,6,0,0,0,1,1,1,1
521,0,0,1,3,570,670,1,2,1,570,440,1,4,1,1
522,1,0,1,3,1050,400,0,0,0,1050,90,0,0,0,1
523,1,0,3,3,210,70,0,0,0,120,70,1,6,1,0
524,0,1,3,2,1910,230,0,0,0,1640,60,2,10,1,0
525,1,0,2,4,90,90,2,6,0,70,90,0,0,0,1
526,1,0,2,3,190,150,3,6,0,10,50,0,0,0,1
527,0,0,2,4,10310,400,0,0,0,10100,400,0,0,0,1
528,1,1,3,3,2810,170,0,0,0,2810,170,0,0,0,1
529,0,0,3,4,130,30,1,6,0,100,30,0,0,0,1
530,0,1,3,3,3090,220,0,0,6,2830,20,1,11,1,1
531,0,0,2,4,10,10,1,6,0,10,0,0,0,0,1
532,0,0,2,4,10,10,1,6,0,0,0,1,1,1,1
533,0,1,2,3,880,50,0,0,6,880,0,1,9,1,0
534,0,0,1,4,930,900,1,1,0,920,50,0,0,0,1
535,0,1,2,4,730,420,3,6,0,380,310,0,0,0,1
536,0,0,2,4,1590,150,0,6,0,1550,150,0,0,0,1
537,0,1,3,4,0,0,1,6,0,0,0,1,1,1,0
538,0,0,2,3,0,0,0,6,0,0,0,0,0,0,1
539,0,0,2,4,630,310,1,6,0,70,220,0,0,0,1
540,1,0,2,4,1600,150,0,0,0,1600,150,0,0,0,1
541,1,1,3,2,230,60,0,6,0,140,50,1,6,1,0
542,0,0,3,4,860,820,2,6,0,860,0,0,0,0,0
543,1,1,3,4,1560,80,0,0,2,1550,80,0,0,0,0
544,0,1,3,4,190,190,1,6,0,0,190,1,1,1,1
545,0,0,1,3,1180,60,0,0,6,1080,60,0,0,0,1
546,0,1,3,3,2080,1170,4,6,0,1160,1170,0,0,0,1
547,0,1,2,4,160,160,2,6,0,160,160,0,0,0,1
548,0,0,2,3,2540,340,0,0,0,1990,340,1,8,1,1
549,1,0,2,3,560,60,0,4,2,530,60,0,0,0,1
550,0,1,3,2,1990,150,0,0,0,1750,90,0,0,0,1
551,1,0,2,4,480,460,2,6,0,180,370,0,0,0,1
552,0,0,3,3,60,70,3,6,0,20,70,0,0,0,1
553,0,1,3,3,110,110,2,6,0,20,90,0,0,0,1
554,1,0,2,3,3400,3230,1,4,0,3310,240,0,0,0,1
555,0,0,3,4,130,210,2,6,0,30,0,2,10,1,1
556,0,0,2,2,340,410,4,6,0,220,260,0,0,0,1
557,0,0,1,4,710,150,0,3,0,400,50,0,0,0,0
558,1,0,2,4,320,490,3,6,0,220,50,0,0,0,1
559,1,0,2,2,1080,60,0,0,0,1080,50,0,0,0,1
560,0,1,3,4,570,30,0,6,0,570,30,0,0,0,1
561,0,0,2,4,1700,600,2,5,0,1700,260,1,1,1,1
562,0,0,1,3,1540,80,0,0,2,1520,60,0,0,0,1
563,1,0,2,4,330,320,1,6,0,330,320,0,0,0,1
564,0,0,4,3,160,160,2,6,0,100,160,0,0,0,0
565,0,1,3,2,230,240,4,6,0,100,140,0,0,0,1
566,1,1,3,4,8690,400,0,0,6,8540,400,1,2,1,0
567,0,0,2,4,1540,1040,2,6,0,10,10,0,0,0,1
568,1,0,2,4,980,420,2,5,0,180,420,1,2,1,1
569,1,0,2,3,220,40,0,6,0,160,40,0,0,0,1
570,1,1,2,3,270,270,1,4,0,240,80,0,0,0,1
571,1,0,2,3,20,20,1,6,0,0,20,1,1,1,0
572,1,0,2,3,1170,460,0,0,0,1090,460,0,0,0,1
573,1,0,2,4,920,930,3,6,0,40,110,0,0,0,1
574,0,0,3,2,2400,120,0,0,3,2370,120,0,0,0,1
575,1,0,3,3,1550,70,0,1,5,1540,70,0,0,0,1
576,0,0,2,4,550,50,0,0,4,450,50,1,2,1,1
577,1,1,3,4,0,0,0,6,0,0,0,1,1,1,0
578,1,0,2,2,720,730,3,6,0,270,730,1,2,1,0
579,0,0,2,3,4060,200,0,0,3,4020,200,0,0,0,1
580,0,1,2,3,2050,1530,4,4,0,180,710,0,0,0,1
581,0,1,2,4,2010,2010,1,3,0,930,150,0,0,0,1
582,1,0,2,4,2670,120,0,0,0,2540,120,0,0,0,1
583,1,1,2,4,1070,130,0,4,0,1070,30,0,0,0,1
584,1,1,2,3,1490,150,0,0,0,1490,70,0,0,0,1
585,1,0,3,2,1900,80,0,0,0,1730,80,0,0,0,1
586,1,1,3,4,4420,160,0,0,0,4420,160,0,0,0,1
587,1,0,2,3,8190,290,0,0,0,8190,290,0,0,0,1
588,0,0,2,2,0,0,0,6,0,0,0,1,1,1,1
589,0,0,1,3,2420,150,0,0,2,2420,100,1,2,1,1
590,0,1,2,3,2000,2000,3,5,0,0,310,1,2,1,0
591,0,1,3,3,780,40,0,6,0,710,40,0,0,0,1
592,1,1,3,2,40,40,1,6,0,10,10,0,0,0,0
593,1,1,3,4,570,40,0,6,0,550,40,0,0,0,1
594,0,0,2,3,930,90,0,1,0,810,90,2,8,1,1
595,0,0,2,3,0,50,1,6,0,0,0,1,1,1,1
596,1,0,2,4,770,80,0,0,0,690,0,1,11,1,1
597,0,1,2,3,320,50,0,5,0,280,40,0,0,0,1
598,0,0,1,4,1350,150,0,0,0,1250,60,1,2,1,1
599,0,1,2,2,280,280,3,6,0,120,280,0,0,0,1
600,0,1,2,3,20,20,1,6,0,10,10,0,0,0,1
601,1,0,3,4,1350,1010,2,5,0,1350,30,0,0,0,1
602,0,0,2,4,100,80,1,6,0,100,0,0,0,0,0
603,1,1,2,3,1490,60,0,0,6,1470,60,0,0,0,1
604,1,0,1,3,1120,80,0,0,1,1120,0,1,4,1,1
605,0,1,2,3,3830,270,0,0,0,3510,180,1,11,1,1
606,1,0,2,4,740,260,1,6,0,660,60,0,0,0,1
607,0,1,2,4,20,70,2,6,0,0,0,1,1,1,1
608,0,1,3,3,4210,150,0,0,0,4210,150,0,0,0,1
609,1,0,2,4,1800,60,0,0,2,1800,60,0,0,0,1
610,0,1,2,3,2470,100,0,0,0,2470,100,0,0,0,1
611,0,1,2,3,1150,90,0,0,0,1100,90,0,0,0,1
612,0,0,2,3,20,30,3,6,0,10,0,0,0,0,1
613,0,0,2,4,230,0,0,6,0,230,0,0,0,0,1
614,0,1,2,3,20,130,3,6,0,0,0,1,1,1,1
615,0,0,1,4,10,0,0,6,0,10,0,0,0,0,1
616,0,0,1,3,490,40,0,0,1,400,40,1,2,1,1
617,1,1,3,4,1830,100,0,0,1,1830,80,0,0,0,1
618,1,1,2,4,20,20,0,6,0,20,20,0,0,0,1
619,1,1,3,2,910,60,0,0,6,900,40,0,0,0,1
620,1,0,3,2,40,0,0,6,0,40,0,0,0,0,1
621,0,0,1,3,1030,120,0,0,0,820,60,1,2,1,1
622,0,1,2,2,510,40,0,2,2,510,40,0,0,0,1
623,0,1,3,3,0,0,0,6,0,0,0,0,0,0,1
624,1,1,3,2,1420,150,0,0,0,1420,120,0,0,0,1
625,0,1,3,2,20,10,1,6,0,20,10,0,0,0,1
626,0,1,3,2,210,70,0,6,0,170,30,0,0,0,1
627,1,1,3,3,670,40,0,0,0,670,40,0,0,0,1
628,0,0,3,4,5300,3050,4,5,0,1840,60,0,0,0,1
629,1,0,2,3,1810,90,0,0,0,1720,90,0,0,0,1
630,1,1,3,3,4620,210,0,0,0,4530,210,0,0,0,1
631,0,1,2,2,3060,80,0,3,0,3060,80,0,0,0,1
632,0,0,2,3,2000,150,0,0,0,1410,150,0,0,0,1
633,1,0,2,3,8440,610,0,3,0,8440,610,0,0,0,1
634,0,1,2,3,900,100,0,0,1,900,100,1,2,1,1
635,1,0,2,2,6550,160,1,3,3,6550,160,1,1,1,1
636,1,1,2,2,1080,30,0,4,0,1080,30,1,2,1,0
637,0,0,1,3,2370,90,0,0,3,2370,90,0,0,0,1
638,0,1,3,3,6080,460,0,0,0,5680,0,1,12,1,0
639,0,0,3,3,640,0,0,0,6,640,0,1,33,1,1
640,1,0,2,4,30,30,3,6,0,0,0,0,0,0,1
641,0,0,2,3,440,440,2,6,0,440,30,0,0,0,1
642,0,0,1,4,620,50,0,0,6,610,40,0,0,0,1
643,0,1,3,4,1280,1280,3,6,0,0,0,1,1,1,0
644,1,0,2,3,300,80,0,0,4,250,80,0,0,0,1
645,1,1,2,3,170,170,2,6,0,60,110,0,0,0,0
646,0,0,2,2,500,60,0,6,0,420,60,0,0,0,1
647,0,0,2,4,1540,90,0,1,0,1430,80,0,0,0,0
648,0,0,1,4,1630,140,1,3,0,1630,140,0,0,0,1
649,0,0,2,3,90,50,2,6,0,10,0,1,2,1,1
650,0,1,2,4,430,410,2,6,0,430,250,0,0,0,1
651,1,1,3,3,1370,100,2,4,0,1310,100,0,0,0,0
652,0,0,2,4,1220,1220,2,5,0,30,1220,0,0,0,1
653,1,0,1,4,190,40,1,6,0,160,40,0,0,0,1
654,0,1,2,3,930,130,0,0,0,740,60,1,6,1,1
655,0,1,3,2,3970,170,0,0,2,3970,170,0,0,0,1
656,0,1,2,2,2060,140,0,0,6,1880,90,1,2,1,1
657,0,1,2,3,820,60,0,0,6,770,50,0,0,0,1
658,0,1,2,2,3160,260,0,0,6,2960,250,1,11,1,1
659,0,1,2,4,230,60,0,0,0,180,60,1,6,1,0
660,0,0,2,3,3040,1010,1,0,6,3040,1010,2,10,1,1
661,1,1,2,3,520,50,0,0,2,390,50,0,0,0,0
662,0,0,2,4,2940,120,0,0,4,2940,110,1,2,1,0
663,1,0,2,3,70,0,0,6,0,70,0,1,31,1,0
664,0,1,3,4,3230,150,0,0,0,2990,140,0,0,0,1
665,1,0,3,2,1980,90,0,0,0,1980,0,1,12,1,0
666,1,0,3,3,5190,460,0,0,5,4450,460,1,12,1,0
667,1,0,2,4,4770,1590,0,0,0,2200,1590,0,0,0,1
668,0,0,2,3,230,230,3,6,0,100,30,0,0,0,1
669,0,0,3,4,890,210,0,0,1,890,40,0,0,0,1
670,0,0,2,4,30,30,1,6,0,0,0,0,0,0,1
671,0,1,2,4,190,40,0,6,0,130,40,0,0,0,1
672,0,0,2,3,3430,240,0,3,0,3250,240,0,0,0,1
673,1,1,3,4,7550,580,0,0,0,7550,310,0,0,0,1
674,1,1,3,4,5420,5430,2,4,0,50,0,0,0,0,1
675,0,1,3,2,40,30,3,6,0,20,0,0,0,0,0
676,0,0,2,3,5250,490,0,0,6,4970,230,0,0,0,1
677,1,1,3,4,4160,180,0,0,6,3760,130,0,0,0,1
678,1,0,2,3,1580,60,0,0,0,1570,60,0,0,0,1
679,1,0,2,3,2210,1660,2,2,0,1830,610,0,0,0,1
680,1,0,2,3,40,0,0,6,0,40,0,1,4,1,1
681,0,1,2,3,4870,190,0,0,0,4870,190,1,2,1,0
682,1,0,2,4,1860,180,0,0,5,1700,180,2,4,1,1
683,1,1,2,3,1330,440,2,6,0,1330,20,0,0,0,1
684,0,0,2,4,0,0,0,6,0,0,0,0,0,0,1
685,0,1,2,4,870,230,0,3,0,850,40,0,0,0,1
686,0,0,2,3,270,0,0,6,0,270,0,1,4,1,1
687,1,1,3,4,1570,1590,3,6,0,860,1260,0,0,0,1
688,0,0,2,4,1330,50,0,6,0,1330,50,1,2,1,1
689,0,0,3,3,250,250,3,6,0,0,250,0,0,0,1
690,0,1,2,4,260,260,2,6,0,180,0,0,0,0,1
691,0,0,1,2,300,60,0,3,3,250,60,0,0,0,0
692,1,0,2,4,580,60,0,0,0,470,50,0,0,0,0
693,1,1,2,3,1800,100,0,0,6,1770,80,1,3,1,1
694,0,1,3,2,450,60,0,0,0,380,0,1,11,1,1
695,1,0,1,3,320,30,0,4,0,320,30,1,2,1,1
696,1,0,3,3,570,40,0,0,5,500,40,0,0,0,1
697,0,1,3,3,1460,60,0,0,6,1460,50,0,0,0,1
698,0,1,2,4,580,120,0,6,0,580,0,1,3,1,1
699,1,1,3,3,150,150,2,6,0,0,50,1,1,1,1
700,0,0,2,4,70,70,3,6,0,10,20,0,0,0,1
701,0,1,3,3,1070,60,0,0,0,1070,50,0,0,0,1
702,0,0,2,3,2660,120,0,0,0,2470,120,0,0,0,1
703,0,1,2,3,2120,70,1,3,2,2120,70,0,0,0,0
704,0,1,2,4,0,0,0,6,0,0,0,1,1,1,1
705,0,0,3,3,1380,530,1,1,0,1380,90,0,0,0,1
706,0,0,1,3,930,160,0,0,5,730,160,1,2,1,1
707,1,0,1,3,290,80,0,0,4,240,60,0,0,0,0
708,0,0,2,4,100,100,1,6,0,0,100,1,1,1,1
709,1,1,3,4,430,430,3,6,0,280,430,0,0,0,1
710,0,0,2,3,960,80,0,0,0,790,60,1,6,1,1
711,1,1,3,3,310,50,0,0,5,220,40,1,2,1,0
712,0,0,2,3,600,600,2,6,0,390,140,0,0,0,1
713,1,0,2,3,80,80,5,6,0,0,80,0,0,0,1
714,0,0,2,3,4090,2750,2,3,0,1510,2750,0,0,0,1
715,1,0,2,4,40,30,2,6,0,20,0,2,6,1,0
716,0,0,2,2,390,60,0,3,0,300,40,0,0,0,1
717,1,1,2,3,5150,310,0,0,3,4670,180,0,0,0,1
718,1,0,2,4,40,20,0,6,0,40,0,1,3,1,1
719,0,1,2,4,20,20,3,6,0,10,10,0,0,0,1
720,1,1,3,3,1410,90,0,0,0,1410,70,0,0,0,1
721,0,1,3,2,830,580,1,1,0,830,30,0,0,0,1
722,0,0,2,2,3110,120,0,0,0,3100,120,0,0,0,1
723,0,0,2,4,4360,1530,0,4,0,4360,200,0,0,0,1
724,0,0,2,4,2890,130,0,0,3,2840,130,0,0,0,1
725,0,0,2,3,720,150,0,0,0,530,90,2,4,1,0
726,0,1,2,3,3350,140,0,0,0,3350,130,0,0,0,1
727,0,0,2,4,120,120,2,6,0,30,60,0,0,0,1
728,0,1,3,4,1770,70,0,0,0,1730,60,0,0,0,1
729,1,0,3,4,1350,150,0,0,0,1310,90,1,2,1,1
730,0,1,3,3,900,390,1,6,0,900,310,0,0,0,1
731,1,0,2,2,1050,150,0,5,0,650,60,0,0,0,1
732,0,1,2,3,510,120,0,0,0,330,40,0,0,0,1
733,0,1,2,2,8570,370,0,0,3,8570,340,0,0,0,0
734,0,0,2,4,160,160,2,6,0,10,10,1,2,1,0
735,0,0,2,3,1150,90,0,0,0,1150,0,1,33,1,0
736,0,1,2,3,160,60,1,6,0,0,0,1,1,1,1
737,0,0,2,4,2680,2370,1,1,4,2590,120,1,2,1,1
738,1,0,2,3,1470,610,1,1,3,1470,60,0,0,0,0
739,0,0,3,3,1340,120,0,6,0,1320,120,0,0,0,1
740,0,1,2,3,60,60,2,6,0,30,30,0,0,0,1
741,1,0,3,3,3550,200,0,1,0,3360,170,0,0,0,1
742,0,0,2,3,750,750,2,6,0,130,60,0,0,0,1
743,0,1,2,3,390,390,2,6,0,290,40,1,2,1,0
744,0,0,2,3,1970,1970,1,6,0,770,50,0,0,0,1
745,0,0,1,3,960,90,0,0,6,960,50,0,0,0,1
746,0,0,3,3,1320,50,0,0,2,1320,40,2,5,1,0
747,0,0,1,3,10,10,1,6,0,10,0,0,0,0,1
748,0,1,2,3,2700,2700,2,3,0,240,2070,0,0,0,1
749,0,0,2,2,590,110,2,5,0,590,0,1,2,1,1
750,0,1,2,3,7410,340,0,0,6,7360,310,0,0,0,1
751,0,0,2,4,170,140,2,6,0,60,30,0,0,0,1
752,0,1,2,3,2490,150,0,0,0,2490,80,0,0,0,1
753,0,0,2,4,360,850,2,6,0,350,110,0,0,0,1
754,1,1,3,3,20,60,2,6,0,0,0,0,0,0,1
755,0,1,2,4,130,130,2,6,0,70,130,0,0,0,1
756,0,0,3,3,460,460,3,6,0,330,460,0,0,0,1
757,1,0,3,4,10,10,0,6,0,10,10,0,0,0,1
758,1,1,2,3,340,40,0,0,0,340,40,0,0,0,1
759,0,1,2,3,3600,170,0,0,6,3480,170,0,0,0,1
760,0,0,2,4,970,980,1,4,0,220,0,1,2,1,1
761,0,0,2,4,1420,460,0,0,0,910,0,1,3,1,1
762,1,0,2,4,490,500,3,6,0,390,500,0,0,0,1
763,1,0,2,3,40,70,2,6,0,40,40,0,0,0,1
764,0,1,2,4,1500,210,1,3,3,1460,80,1,2,1,0
765,0,0,2,3,1100,1100,2,4,0,0,0,2,3,1,1
766,1,0,2,4,1360,150,0,6,0,1240,150,1,6,1,1
767,1,1,2,3,90,70,1,6,0,30,70,1,2,1,1
768,0,0,2,4,2660,120,0,0,5,2430,120,1,12,1,0
769,0,1,3,4,80,80,1,6,0,0,0,1,1,1,0
770,0,1,2,3,2680,180,0,0,0,2680,80,1,2,1,0
771,0,0,2,4,960,680,0,6,0,960,680,1,1,1,1
772,0,0,2,4,60,60,2,6,0,30,10,0,0,0,1
773,0,1,2,4,990,610,3,6,0,80,10,0,0,0,1
774,1,0,2,3,450,60,0,6,0,360,40,0,0,0,1
775,0,0,2,3,1770,150,0,4,2,1680,150,0,0,0,1
776,0,0,3,3,830,50,0,0,6,780,50,1,5,1,1
777,1,0,2,4,30,60,3,6,0,0,20,1,1,1,1
778,1,0,2,4,160,160,4,6,0,160,160,0,0,0,1
779,0,1,3,2,60,70,5,6,0,0,0,1,1,1,1
780,0,1,2,4,1480,100,0,0,3,1430,70,0,0,0,1
781,0,1,2,3,2960,160,0,0,2,2960,90,0,0,0,1
782,0,0,2,4,0,0,0,6,0,0,0,0,0,0,1
783,0,0,1,4,420,240,1,5,0,420,40,0,0,0,1
784,0,0,3,4,560,100,0,6,0,470,100,1,10,1,1
785,0,1,2,3,1130,70,0,6,0,1130,60,0,0,0,1
786,1,0,2,4,390,400,3,6,0,10,400,0,0,0,1
787,1,0,2,3,630,20,0,0,6,630,0,1,9,1,0
788,0,1,3,2,340,230,1,4,0,60,20,0,0,0,1
789,0,0,2,4,200,200,0,6,0,200,200,0,0,0,1
790,1,0,2,3,950,90,0,6,0,950,90,0,0,0,1
791,0,1,2,4,2010,2010,1,5,0,770,50,0,0,0,1
792,0,0,1,3,220,220,2,6,0,30,210,2,3,1,1
793,0,0,2,2,630,70,0,0,6,510,70,1,8,1,0
794,0,0,2,4,1090,80,0,6,0,950,50,1,2,1,1
795,0,1,2,4,3350,1880,2,6,0,3030,150,0,0,0,1
796,0,0,1,4,30,30,1,6,0,0,0,1,1,1,1
797,0,1,2,2,760,190,0,6,0,760,60,0,0,0,1
798,1,1,2,2,2210,90,0,0,0,2020,90,1,11,1,0
799,0,1,2,3,6990,620,0,0,1,6530,620,1,2,1,1
800,1,1,3,2,1680,70,0,0,0,1680,0,1,4,1,0
801,0,0,1,2,260,260,2,3,0,130,20,1,2,1,1
802,0,1,3,3,140,330,3,6,0,80,80,0,0,0,1
803,1,0,2,4,590,590,1,1,0,470,130,0,0,0,1
804,0,0,1,3,1490,90,0,0,3,1490,60,1,3,1,0
805,1,1,3,3,1930,920,0,0,0,1690,160,1,2,1,1
806,0,0,1,4,620,40,0,0,6,620,40,0,0,0,1
807,1,0,2,4,390,70,0,0,0,340,60,0,0,0,0
808,0,0,2,3,220,220,1,6,0,0,220,1,1,1,1
809,0,1,1,3,890,60,0,0,0,830,0,2,5,1,1
810,1,0,2,3,270,80,0,0,3,270,40,1,4,1,1
811,0,1,3,3,6090,6100,3,5,1,90,6100,0,0,0,1
812,0,1,3,3,1440,1510,1,3,1,640,70,0,0,0,1
813,1,0,2,4,110,90,2,6,0,60,60,0,0,0,1
814,0,1,1,2,740,0,0,0,6,740,0,1,33,1,1
815,0,1,2,3,4660,2980,1,4,0,4660,90,0,0,0,0
816,0,0,2,2,440,400,1,6,0,20,0,0,0,0,1
817,0,0,1,4,570,90,0,2,4,530,60,0,0,0,1
818,0,0,3,2,150,220,4,6,0,50,80,0,0,0,0
819,0,0,1,3,780,50,0,0,0,700,50,1,12,1,1
820,0,1,3,3,570,50,0,6,0,460,50,0,0,0,1
821,1,1,2,3,3150,920,0,2,0,2720,920,0,0,0,1
822,1,1,3,4,0,0,0,6,0,0,0,1,1,1,0
823,0,0,1,3,2440,70,0,0,3,2420,60,1,3,1,1
824,0,1,2,3,2090,90,0,6,0,2070,90,0,0,0,1
825,0,1,2,3,230,230,1,4,0,0,0,0,0,0,1
826,0,0,2,3,0,10,1,6,0,0,0,1,1,1,0
827,1,1,2,2,11450,1530,0,0,0,9620,760,0,0,0,1
828,0,1,2,4,330,330,3,6,0,130,140,0,0,0,1
829,0,1,2,3,6260,150,3,5,0,6260,0,0,0,0,1
